station_id,lat,lon
41.265198_2.060499,41.265198,2.060499
41.26522_2.00429,41.26522,2.00429
41.265232_2.02701,41.265232,2.02701
41.265244_2.049731,41.265244,2.049731
41.265274_2.016242,41.265274,2.016242
41.265285_2.038962,41.265285,2.038962
41.265293_2.061682,41.265293,2.061682
41.265316_2.005474,41.265316,2.005474
41.265327_2.028194,41.265327,2.028194
41.26534_2.050914,41.26534,2.050914
41.26537_2.017426,41.26537,2.017426
41.26538_2.040146,41.26538,2.040146
41.265385_2.062866,41.265385,2.062866
41.26541_2.006657,41.26541,2.006657
41.265423_2.029378,41.265423,2.029378
41.26543_2.052098,41.26543,2.052098
41.265465_2.018609,41.265465,2.018609
41.265476_2.04133,41.265476,2.04133
41.26548_2.06405,41.26548,2.06405
41.265507_2.007841,41.265507,2.007841
41.26552_2.030561,41.26552,2.030561
41.265526_2.053282,41.265526,2.053282
41.26556_2.019793,41.26556,2.019793
41.26557_2.042513,41.26557,2.042513
41.265575_2.065234,41.265575,2.065234
41.265602_2.009024,41.265602,2.009024
41.265614_2.031745,41.265614,2.031745
41.26562_2.054465,41.26562,2.054465
41.26564_1.998256,41.26564,1.998256
41.265656_2.020977,41.265656,2.020977
41.265667_2.043697,41.265667,2.043697
41.26567_2.066417,41.26567,2.066417
41.265697_2.010208,41.265697,2.010208
41.26571_2.032929,41.26571,2.032929
41.265717_2.055649,41.265717,2.055649
41.265736_1.99944,41.265736,1.99944
41.26575_2.02216,41.26575,2.02216
41.265762_2.044881,41.265762,2.044881
41.265766_2.067601,41.265766,2.067601
41.265793_2.011392,41.265793,2.011392
41.265804_2.034112,41.265804,2.034112
41.265812_2.056833,41.265812,2.056833
41.26583_2.000623,41.26583,2.000623
41.265846_2.023344,41.265846,2.023344
41.265858_2.046064,41.265858,2.046064
41.26586_2.068785,41.26586,2.068785
41.26589_2.012575,41.26589,2.012575
41.2659_2.035296,41.2659,2.035296
41.265907_2.058016,41.265907,2.058016
41.265926_2.001807,41.265926,2.001807
41.26594_2.024528,41.26594,2.024528
41.26595_2.047248,41.26595,2.047248
41.265953_2.069968,41.265953,2.069968
41.265984_2.013759,41.265984,2.013759
41.265995_2.036479,41.265995,2.036479
41.266003_2.0592,41.266003,2.0592
41.26602_2.00299,41.26602,2.00299
41.266037_2.025711,41.266037,2.025711
41.266045_2.048432,41.266045,2.048432
41.26605_2.071152,41.26605,2.071152
41.26608_2.014943,41.26608,2.014943
41.26609_2.037663,41.26609,2.037663
41.266094_2.060384,41.266094,2.060384
41.266117_2.004174,41.266117,2.004174
41.266132_2.026895,41.266132,2.026895
41.26614_2.049615,41.26614,2.049615
41.266144_2.072336,41.266144,2.072336
41.266174_2.016126,41.266174,2.016126
41.266186_2.038847,41.266186,2.038847
41.26619_2.061567,41.26619,2.061567
41.266212_2.005358,41.266212,2.005358
41.266228_2.028078,41.266228,2.028078
41.266235_2.050799,41.266235,2.050799
41.26624_2.073519,41.26624,2.073519
41.26627_2.01731,41.26627,2.01731
41.26628_2.04003,41.26628,2.04003
41.266285_2.062751,41.266285,2.062751
41.26631_2.006541,41.26631,2.006541
41.266323_2.029262,41.266323,2.029262
41.26633_2.051983,41.26633,2.051983
41.266335_2.074703,41.266335,2.074703
41.266365_2.018493,41.266365,2.018493
41.266376_2.041214,41.266376,2.041214
41.26638_2.063935,41.26638,2.063935
41.266407_2.007725,41.266407,2.007725
41.26642_2.030446,41.26642,2.030446
41.266426_2.053166,41.266426,2.053166
41.266426_2.075887,41.266426,2.075887
41.26646_2.019677,41.26646,2.019677
41.266468_2.042398,41.266468,2.042398
41.266476_2.065119,41.266476,2.065119
41.266502_2.008909,41.266502,2.008909
41.266514_2.031629,41.266514,2.031629
41.26652_2.05435,41.26652,2.05435
41.26652_2.077071,41.26652,2.077071
41.26654_1.99814,41.26654,1.99814
41.266556_2.020861,41.266556,2.020861
41.266563_2.043581,41.266563,2.043581
41.26657_2.066302,41.26657,2.066302
41.266598_2.010092,41.266598,2.010092
41.26661_2.032813,41.26661,2.032813
41.266617_2.055534,41.266617,2.055534
41.266617_2.078254,41.266617,2.078254
41.266636_1.999323,41.266636,1.999323
41.26665_2.022044,41.26665,2.022044
41.26666_2.044765,41.26666,2.044765
41.266663_2.067486,41.266663,2.067486
41.266693_2.011276,41.266693,2.011276
41.266705_2.033997,41.266705,2.033997
41.26671_2.056717,41.26671,2.056717
41.266712_2.079438,41.266712,2.079438
41.26673_2.000507,41.26673,2.000507
41.266747_2.023228,41.266747,2.023228
41.266754_2.045949,41.266754,2.045949
41.266758_2.06867,41.266758,2.06867
41.26679_2.01246,41.26679,2.01246
41.2668_2.03518,41.2668,2.03518
41.266804_2.057901,41.266804,2.057901
41.266808_2.080622,41.266808,2.080622
41.266827_2.001691,41.266827,2.001691
41.26684_2.024412,41.26684,2.024412
41.26685_2.047133,41.26685,2.047133
41.266853_2.069853,41.266853,2.069853
41.26688_2.013643,41.26688,2.013643
41.26689_2.036364,41.26689,2.036364
41.2669_2.059085,41.2669,2.059085
41.2669_2.081805,41.2669,2.081805
41.266922_2.002874,41.266922,2.002874
41.266937_2.025595,41.266937,2.025595
41.266945_2.048316,41.266945,2.048316
41.26695_2.071037,41.26695,2.071037
41.266975_2.014827,41.266975,2.014827
41.266987_2.037548,41.266987,2.037548
41.266994_2.060269,41.266994,2.060269
41.266994_2.082989,41.266994,2.082989
41.267017_2.004058,41.267017,2.004058
41.267033_2.026779,41.267033,2.026779
41.26704_2.0495,41.26704,2.0495
41.267044_2.072221,41.267044,2.072221
41.26707_2.016011,41.26707,2.016011
41.267082_2.038731,41.267082,2.038731
41.26709_2.061452,41.26709,2.061452
41.26709_2.084173,41.26709,2.084173
41.267113_2.005242,41.267113,2.005242
41.267128_2.027963,41.267128,2.027963
41.267136_2.050684,41.267136,2.050684
41.267136_2.073405,41.267136,2.073405
41.267166_2.017194,41.267166,2.017194
41.267178_2.039915,41.267178,2.039915
41.267185_2.062636,41.267185,2.062636
41.267185_2.085357,41.267185,2.085357
41.26721_2.006425,41.26721,2.006425
41.26722_2.029146,41.26722,2.029146
41.26723_2.051867,41.26723,2.051867
41.26723_2.074588,41.26723,2.074588
41.26726_2.018378,41.26726,2.018378
41.267273_2.041099,41.267273,2.041099
41.267277_2.06382,41.267277,2.06382
41.267277_2.08654,41.267277,2.08654
41.267303_2.007609,41.267303,2.007609
41.267315_2.03033,41.267315,2.03033
41.267323_2.053051,41.267323,2.053051
41.267326_2.075772,41.267326,2.075772
41.267357_2.019561,41.267357,2.019561
41.26737_2.042283,41.26737,2.042283
41.267372_2.065003,41.267372,2.065003
41.267372_2.087724,41.267372,2.087724
41.2674_2.008793,41.2674,2.008793
41.26741_2.031514,41.26741,2.031514
41.267418_2.054235,41.267418,2.054235
41.26742_2.076956,41.26742,2.076956
41.267437_1.998024,41.267437,1.998024
41.267452_2.020745,41.267452,2.020745
41.267464_2.043466,41.267464,2.043466
41.267467_2.066187,41.267467,2.066187
41.267467_2.088908,41.267467,2.088908
41.267494_2.009976,41.267494,2.009976
41.267506_2.032697,41.267506,2.032697
41.267513_2.055418,41.267513,2.055418
41.267517_2.078139,41.267517,2.078139
41.267532_1.999207,41.267532,1.999207
41.267548_2.021929,41.267548,2.021929
41.26756_2.04465,41.26756,2.04465
41.267563_2.067371,41.267563,2.067371
41.267563_2.090092,41.267563,2.090092
41.26759_2.01116,41.26759,2.01116
41.2676_2.033881,41.2676,2.033881
41.26761_2.056602,41.26761,2.056602
41.26761_2.079323,41.26761,2.079323
41.267628_2.000391,41.267628,2.000391
41.267643_2.023112,41.267643,2.023112
41.267654_2.045834,41.267654,2.045834
41.267654_2.091275,41.267654,2.091275
41.26766_2.068555,41.26766,2.068555
41.267685_2.012344,41.267685,2.012344
41.267696_2.035065,41.267696,2.035065
41.267704_2.057786,41.267704,2.057786
41.267704_2.080507,41.267704,2.080507
41.267727_2.001575,41.267727,2.001575
41.26774_2.024296,41.26774,2.024296
41.26775_2.047017,41.26775,2.047017
41.26775_2.092459,41.26775,2.092459
41.267754_2.069738,41.267754,2.069738
41.26778_2.013527,41.26778,2.013527
41.26779_2.036248,41.26779,2.036248
41.2678_2.05897,41.2678,2.05897
41.2678_2.081691,41.2678,2.081691
41.267822_2.002759,41.267822,2.002759
41.267834_2.02548,41.267834,2.02548
41.26784_2.048201,41.26784,2.048201
41.267845_2.070922,41.267845,2.070922
41.267845_2.093643,41.267845,2.093643
41.267876_2.014711,41.267876,2.014711
41.267887_2.037432,41.267887,2.037432
41.26789_2.060153,41.26789,2.060153
41.267895_2.082874,41.267895,2.082874
41.267918_2.003942,41.267918,2.003942
41.26793_2.026664,41.26793,2.026664
41.267937_2.049385,41.267937,2.049385
41.26794_2.072106,41.26794,2.072106
41.26794_2.094827,41.26794,2.094827
41.26797_2.015895,41.26797,2.015895
41.267982_2.038616,41.267982,2.038616
41.267986_2.061337,41.267986,2.061337
41.267986_2.084058,41.267986,2.084058
41.268013_2.005126,41.268013,2.005126
41.268024_2.027847,41.268024,2.027847
41.268032_2.050568,41.268032,2.050568
41.268032_2.09601,41.268032,2.09601
41.268036_2.073289,41.268036,2.073289
41.268066_2.017078,41.268066,2.017078
41.268078_2.0398,41.268078,2.0398
41.26808_2.062521,41.26808,2.062521
41.26808_2.085242,41.26808,2.085242
41.26811_2.006309,41.26811,2.006309
41.26812_2.029031,41.26812,2.029031
41.268127_2.051752,41.268127,2.051752
41.268127_2.097194,41.268127,2.097194
41.26813_2.074473,41.26813,2.074473
41.26816_2.018262,41.26816,2.018262
41.268173_2.040983,41.268173,2.040983
41.268177_2.063704,41.268177,2.063704
41.268177_2.086426,41.268177,2.086426
41.268204_2.007493,41.268204,2.007493
41.268215_2.030215,41.268215,2.030215
41.268223_2.052936,41.268223,2.052936
41.268223_2.098378,41.268223,2.098378
41.268227_2.075657,41.268227,2.075657
41.268257_2.019446,41.268257,2.019446
41.26827_2.042167,41.26827,2.042167
41.268272_2.064888,41.268272,2.064888
41.268272_2.087609,41.268272,2.087609
41.2683_2.008677,41.2683,2.008677
41.26831_2.031398,41.26831,2.031398
41.26832_2.05412,41.26832,2.05412
41.26832_2.076841,41.26832,2.076841
41.26832_2.099562,41.26832,2.099562
41.268337_1.997908,41.268337,1.997908
41.268353_2.020629,41.268353,2.020629
41.26836_2.043351,41.26836,2.043351
41.268364_2.088793,41.268364,2.088793
41.268368_2.066072,41.268368,2.066072
41.268394_2.00986,41.268394,2.00986
41.268406_2.032582,41.268406,2.032582
41.26841_2.100746,41.26841,2.100746
41.268414_2.055303,41.268414,2.055303
41.268414_2.078024,41.268414,2.078024
41.268433_1.999091,41.268433,1.999091
41.268448_2.021813,41.268448,2.021813
41.268456_2.044534,41.268456,2.044534
41.26846_2.067256,41.26846,2.067256
41.26846_2.089977,41.26846,2.089977
41.26849_2.011044,41.26849,2.011044
41.2685_2.033766,41.2685,2.033766
41.268505_2.101929,41.268505,2.101929
41.26851_2.056487,41.26851,2.056487
41.26851_2.079208,41.26851,2.079208
41.268528_2.000275,41.268528,2.000275
41.268543_2.022997,41.268543,2.022997
41.26855_2.045718,41.26855,2.045718
41.268555_2.068439,41.268555,2.068439
41.268555_2.091161,41.268555,2.091161
41.268585_2.012228,41.268585,2.012228
41.268597_2.034949,41.268597,2.034949
41.2686_2.057671,41.2686,2.057671
41.2686_2.103113,41.2686,2.103113
41.268604_2.080392,41.268604,2.080392
41.268623_2.001459,41.268623,2.001459
41.26864_2.02418,41.26864,2.02418
41.268646_2.046902,41.268646,2.046902
41.26865_2.069623,41.26865,2.069623
41.26865_2.092345,41.26865,2.092345
41.26868_2.013412,41.26868,2.013412
41.268692_2.036133,41.268692,2.036133
41.268692_2.104297,41.268692,2.104297
41.268696_2.058854,41.268696,2.058854
41.268696_2.081576,41.268696,2.081576
41.26872_2.002642,41.26872,2.002642
41.268734_2.025364,41.268734,2.025364
41.26874_2.048086,41.26874,2.048086
41.26874_2.093528,41.26874,2.093528
41.268745_2.070807,41.268745,2.070807
41.268776_2.014595,41.268776,2.014595
41.268784_2.037317,41.268784,2.037317
41.268787_2.105481,41.268787,2.105481
41.26879_2.060038,41.26879,2.060038
41.26879_2.08276,41.26879,2.08276
41.268814_2.003826,41.268814,2.003826
41.26883_2.026548,41.26883,2.026548
41.268837_2.049269,41.268837,2.049269
41.268837_2.094712,41.268837,2.094712
41.26884_2.071991,41.26884,2.071991
41.26887_2.015779,41.26887,2.015779
41.26888_2.038501,41.26888,2.038501
41.268883_2.106664,41.268883,2.106664
41.268887_2.061222,41.268887,2.061222
41.268887_2.083943,41.268887,2.083943
41.26891_2.00501,41.26891,2.00501
41.268925_2.027731,41.268925,2.027731
41.268932_2.050453,41.268932,2.050453
41.268932_2.095896,41.268932,2.095896
41.268936_2.073174,41.268936,2.073174
41.268967_2.016963,41.268967,2.016963
41.268974_2.039684,41.268974,2.039684
41.268974_2.107848,41.268974,2.107848
41.268982_2.062406,41.268982,2.062406
41.268982_2.085127,41.268982,2.085127
41.269005_2.006193,41.269005,2.006193
41.26902_2.028915,41.26902,2.028915
41.269028_2.051637,41.269028,2.051637
41.269028_2.074358,41.269028,2.074358
41.269028_2.09708,41.269028,2.09708
41.26906_2.018146,41.26906,2.018146
41.26907_2.040868,41.26907,2.040868
41.26907_2.109032,41.26907,2.109032
41.269077_2.063589,41.269077,2.063589
41.269077_2.086311,41.269077,2.086311
41.2691_2.007377,41.2691,2.007377
41.26911_2.030099,41.26911,2.030099
41.26912_2.05282,41.26912,2.05282
41.26912_2.098264,41.26912,2.098264
41.269123_2.075542,41.269123,2.075542
41.269154_2.01933,41.269154,2.01933
41.269165_2.042052,41.269165,2.042052
41.269165_2.110216,41.269165,2.110216
41.26917_2.064773,41.26917,2.064773
41.26917_2.087495,41.26917,2.087495
41.269196_2.008561,41.269196,2.008561
41.269207_2.031283,41.269207,2.031283
41.269215_2.054004,41.269215,2.054004
41.269215_2.099447,41.269215,2.099447
41.26922_2.076726,41.26922,2.076726
41.269234_1.997792,41.269234,1.997792
41.26925_2.020514,41.26925,2.020514
41.26926_2.043235,41.26926,2.043235
41.26926_2.1114,41.26926,2.1114
41.269264_2.065957,41.269264,2.065957
41.269264_2.088678,41.269264,2.088678
41.26929_2.009744,41.26929,2.009744
41.269302_2.032466,41.269302,2.032466
41.26931_2.055188,41.26931,2.055188
41.26931_2.100631,41.26931,2.100631
41.269314_2.077909,41.269314,2.077909
41.269333_1.998975,41.269333,1.998975
41.269344_2.021697,41.269344,2.021697
41.269352_2.112584,41.269352,2.112584
41.269356_2.044419,41.269356,2.044419
41.26936_2.067141,41.26936,2.067141
41.26936_2.089862,41.26936,2.089862
41.269386_2.010928,41.269386,2.010928
41.269398_2.03365,41.269398,2.03365
41.269405_2.056372,41.269405,2.056372
41.269405_2.079093,41.269405,2.079093
41.269405_2.101815,41.269405,2.101815
41.26943_2.000159,41.26943,2.000159
41.26944_2.022881,41.26944,2.022881
41.269447_2.113767,41.269447,2.113767
41.26945_2.045603,41.26945,2.045603
41.269455_2.068325,41.269455,2.068325
41.269455_2.091046,41.269455,2.091046
41.26948_2.012112,41.26948,2.012112
41.269493_2.034834,41.269493,2.034834
41.269497_2.102998,41.269497,2.102998
41.2695_2.057555,41.2695,2.057555
41.2695_2.080277,41.2695,2.080277
41.269524_2.001343,41.269524,2.001343
41.269535_2.024065,41.269535,2.024065
41.269543_2.114951,41.269543,2.114951
41.269547_2.046787,41.269547,2.046787
41.269547_2.09223,41.269547,2.09223
41.26955_2.069508,41.26955,2.069508
41.269577_2.013296,41.269577,2.013296
41.26959_2.036017,41.26959,2.036017
41.269592_2.104182,41.269592,2.104182
41.269596_2.058739,41.269596,2.058739
41.269596_2.081461,41.269596,2.081461
41.26962_2.002526,41.26962,2.002526
41.26963_2.025248,41.26963,2.025248
41.269634_2.116135,41.269634,2.116135
41.26964_2.04797,41.26964,2.04797
41.26964_2.070692,41.26964,2.070692
41.26964_2.093414,41.26964,2.093414
41.269672_2.014479,41.269672,2.014479
41.269684_2.037201,41.269684,2.037201
41.269688_2.105366,41.269688,2.105366
41.26969_2.059923,41.26969,2.059923
41.26969_2.082645,41.26969,2.082645
41.269714_2.00371,41.269714,2.00371
41.269726_2.026432,41.269726,2.026432
41.26973_2.117319,41.26973,2.117319
41.269733_2.049154,41.269733,2.049154
41.269737_2.071876,41.269737,2.071876
41.269737_2.094597,41.269737,2.094597
41.269768_2.015663,41.269768,2.015663
41.26978_2.038385,41.26978,2.038385
41.26978_2.10655,41.26978,2.10655
41.269783_2.061107,41.269783,2.061107
41.269787_2.083828,41.269787,2.083828
41.26981_2.004894,41.26981,2.004894
41.26982_2.027616,41.26982,2.027616
41.269825_2.118503,41.269825,2.118503
41.26983_2.050338,41.26983,2.050338
41.26983_2.095781,41.26983,2.095781
41.269833_2.07306,41.269833,2.07306
41.269863_2.016847,41.269863,2.016847
41.269875_2.039569,41.269875,2.039569
41.269875_2.107734,41.269875,2.107734
41.26988_2.06229,41.26988,2.06229
41.26988_2.085012,41.26988,2.085012
41.269905_2.006078,41.269905,2.006078
41.269917_2.0288,41.269917,2.0288
41.269917_2.119686,41.269917,2.119686
41.269924_2.051522,41.269924,2.051522
41.269924_2.096965,41.269924,2.096965
41.269928_2.074243,41.269928,2.074243
41.26996_2.01803,41.26996,2.01803
41.26997_2.040752,41.26997,2.040752
41.26997_2.108918,41.26997,2.108918
41.269974_2.063474,41.269974,2.063474
41.269974_2.086196,41.269974,2.086196
41.27_2.007261,41.27,2.007261
41.27001_2.029983,41.27001,2.029983
41.27001_2.12087,41.27001,2.12087
41.27002_2.052705,41.27002,2.052705
41.27002_2.098149,41.27002,2.098149
41.270023_2.075427,41.270023,2.075427
41.270054_2.019214,41.270054,2.019214
41.27006_2.110101,41.27006,2.110101
41.270065_2.041936,41.270065,2.041936
41.27007_2.064658,41.27007,2.064658
41.27007_2.08738,41.27007,2.08738
41.270096_2.008445,41.270096,2.008445
41.270107_2.031167,41.270107,2.031167
41.270107_2.122054,41.270107,2.122054
41.270115_2.053889,41.270115,2.053889
41.270115_2.076611,41.270115,2.076611
41.270115_2.099333,41.270115,2.099333
41.270134_1.997676,41.270134,1.997676
41.27015_2.020398,41.27015,2.020398
41.270157_2.111285,41.270157,2.111285
41.27016_2.04312,41.27016,2.04312
41.270164_2.065842,41.270164,2.065842
41.270164_2.088564,41.270164,2.088564
41.27019_2.009629,41.27019,2.009629
41.2702_2.123238,41.2702,2.123238
41.270203_2.032351,41.270203,2.032351
41.270206_2.100516,41.270206,2.100516
41.27021_2.055073,41.27021,2.055073
41.27021_2.077795,41.27021,2.077795
41.27023_1.998859,41.27023,1.998859
41.270245_2.021581,41.270245,2.021581
41.270252_2.044304,41.270252,2.044304
41.270252_2.112469,41.270252,2.112469
41.270256_2.089747,41.270256,2.089747
41.27026_2.067026,41.27026,2.067026
41.270287_2.010812,41.270287,2.010812
41.270294_2.124422,41.270294,2.124422
41.270298_2.033535,41.270298,2.033535
41.2703_2.1017,41.2703,2.1017
41.270306_2.056257,41.270306,2.056257
41.270306_2.078979,41.270306,2.078979
41.270325_2.000043,41.270325,2.000043
41.27034_2.022765,41.27034,2.022765
41.270344_2.113653,41.270344,2.113653
41.270348_2.045487,41.270348,2.045487
41.27035_2.068209,41.27035,2.068209
41.27035_2.090931,41.27035,2.090931
41.270382_2.011996,41.270382,2.011996
41.270386_2.125606,41.270386,2.125606
41.270393_2.034718,41.270393,2.034718
41.270397_2.05744,41.270397,2.05744
41.270397_2.102884,41.270397,2.102884
41.2704_2.080162,41.2704,2.080162
41.27042_2.001227,41.27042,2.001227
41.270435_2.023949,41.270435,2.023949
41.27044_2.114837,41.27044,2.114837
41.270443_2.046671,41.270443,2.046671
41.270447_2.069393,41.270447,2.069393
41.270447_2.092115,41.270447,2.092115
41.270477_2.01318,41.270477,2.01318
41.27048_2.12679,41.27048,2.12679
41.27049_2.035902,41.27049,2.035902
41.270493_2.058624,41.270493,2.058624
41.270493_2.104068,41.270493,2.104068
41.270496_2.081346,41.270496,2.081346
41.270515_2.00241,41.270515,2.00241
41.27053_2.025133,41.27053,2.025133
41.270535_2.116021,41.270535,2.116021
41.27054_2.047855,41.27054,2.047855
41.270542_2.070577,41.270542,2.070577
41.270542_2.093299,41.270542,2.093299
41.270573_2.014363,41.270573,2.014363
41.270576_2.127973,41.270576,2.127973
41.270584_2.037086,41.270584,2.037086
41.270584_2.105252,41.270584,2.105252
41.270588_2.059808,41.270588,2.059808
41.270588_2.08253,41.270588,2.08253
41.27061_2.003594,41.27061,2.003594
41.270626_2.026316,41.270626,2.026316
41.270626_2.117204,41.270626,2.117204
41.270634_2.049039,41.270634,2.049039
41.270634_2.094483,41.270634,2.094483
41.270638_2.071761,41.270638,2.071761
41.270668_2.015547,41.270668,2.015547
41.270668_2.129157,41.270668,2.129157
41.270676_2.03827,41.270676,2.03827
