station_id,lat,lon
41.30909_2.167345,41.30909,2.167345
41.309097_2.236735,41.309097,2.236735
41.3091_2.20204,41.3091,2.20204
41.309105_2.28339,41.309105,2.28339
41.30911_2.008193,41.30911,2.008193
41.30911_2.144609,41.30911,2.144609
41.309124_2.03093,41.309124,2.03093
41.309124_2.121874,41.309124,2.121874
41.309124_2.248695,41.309124,2.248695
41.309128_2.179305,41.309128,2.179305
41.30913_2.053666,41.30913,2.053666
41.30913_2.099138,41.30913,2.099138
41.30913_2.214,41.30913,2.214
41.309135_2.076402,41.309135,2.076402
41.309147_2.156569,41.309147,2.156569
41.30915_1.997417,41.30915,1.997417
41.30915_2.260655,41.30915,2.260655
41.309162_2.133834,41.309162,2.133834
41.309162_2.191265,41.309162,2.191265
41.309162_2.22596,41.309162,2.22596
41.309166_2.020154,41.309166,2.020154
41.309174_2.04289,41.309174,2.04289
41.309174_2.111098,41.309174,2.111098
41.309174_2.272615,41.309174,2.272615
41.30918_2.065626,41.30918,2.065626
41.30918_2.088362,41.30918,2.088362
41.309185_2.16853,41.309185,2.16853
41.30919_2.23792,41.30919,2.23792
41.309193_2.203225,41.309193,2.203225
41.309196_2.284574,41.309196,2.284574
41.309204_2.009378,41.309204,2.009378
41.309204_2.145794,41.309204,2.145794
41.309216_2.123058,41.309216,2.123058
41.309216_2.24988,41.309216,2.24988
41.30922_2.032114,41.30922,2.032114
41.30922_2.18049,41.30922,2.18049
41.309223_2.215185,41.309223,2.215185
41.309227_2.05485,41.309227,2.05485
41.309227_2.077586,41.309227,2.077586
41.309227_2.100322,41.309227,2.100322
41.309242_2.157754,41.309242,2.157754
41.309242_2.26184,41.309242,2.26184
41.309246_1.998602,41.309246,1.998602
41.309254_2.19245,41.309254,2.19245
41.309254_2.227145,41.309254,2.227145
41.309258_2.135019,41.309258,2.135019
41.30926_2.021338,41.30926,2.021338
41.30927_2.044075,41.30927,2.044075
41.30927_2.112283,41.30927,2.112283
41.30927_2.273799,41.30927,2.273799
41.309273_2.089547,41.309273,2.089547
41.309277_2.066811,41.309277,2.066811
41.309277_2.169714,41.309277,2.169714
41.309284_2.239105,41.309284,2.239105
41.309288_2.20441,41.309288,2.20441
41.309288_2.285759,41.309288,2.285759
41.309296_2.146979,41.309296,2.146979
41.3093_2.010562,41.3093,2.010562
41.30931_2.124243,41.30931,2.124243
41.30931_2.251065,41.30931,2.251065
41.309315_2.033298,41.309315,2.033298
41.309315_2.181674,41.309315,2.181674
41.30932_2.101507,41.30932,2.101507
41.30932_2.21637,41.30932,2.21637
41.309322_2.056035,41.309322,2.056035
41.309322_2.078771,41.309322,2.078771
41.309334_2.158939,41.309334,2.158939
41.309334_2.263024,41.309334,2.263024
41.30934_1.999786,41.30934,1.999786
41.30935_2.193634,41.30935,2.193634
41.30935_2.228329,41.30935,2.228329
41.309353_2.136203,41.309353,2.136203
41.309357_2.022522,41.309357,2.022522
41.30936_2.274984,41.30936,2.274984
41.309364_2.045259,41.309364,2.045259
41.309364_2.113467,41.309364,2.113467
41.30937_2.067995,41.30937,2.067995
41.30937_2.090731,41.30937,2.090731
41.309372_2.170899,41.309372,2.170899
41.309376_2.240289,41.309376,2.240289
41.30938_2.205594,41.30938,2.205594
41.309383_2.286944,41.309383,2.286944
41.30939_2.148163,41.30939,2.148163
41.309395_2.011746,41.309395,2.011746
41.309402_2.252249,41.309402,2.252249
41.309406_2.125427,41.309406,2.125427
41.309406_2.182859,41.309406,2.182859
41.30941_2.034483,41.30941,2.034483
41.30941_2.217554,41.30941,2.217554
41.309414_2.057219,41.309414,2.057219
41.309414_2.102692,41.309414,2.102692
41.309418_2.079956,41.309418,2.079956
41.30943_2.160123,41.30943,2.160123
41.30943_2.264209,41.30943,2.264209
41.309437_2.00097,41.309437,2.00097
41.30944_2.194819,41.30944,2.194819
41.30944_2.229514,41.30944,2.229514
41.309444_2.137388,41.309444,2.137388
41.309452_2.023707,41.309452,2.023707
41.309452_2.276169,41.309452,2.276169
41.309456_2.114652,41.309456,2.114652
41.30946_2.046443,41.30946,2.046443
41.309464_2.06918,41.309464,2.06918
41.309464_2.091916,41.309464,2.091916
41.309464_2.172084,41.309464,2.172084
41.309467_2.241474,41.309467,2.241474
41.30947_2.206779,41.30947,2.206779
41.309475_2.288129,41.309475,2.288129
41.309486_2.149348,41.309486,2.149348
41.30949_2.012931,41.30949,2.012931
41.309494_2.253434,41.309494,2.253434
41.309498_2.126612,41.309498,2.126612
41.3095_2.184044,41.3095,2.184044
41.309505_2.035667,41.309505,2.035667
41.309505_2.218739,41.309505,2.218739
41.30951_2.058404,41.30951,2.058404
41.30951_2.103876,41.30951,2.103876
41.309513_2.08114,41.309513,2.08114
41.30952_2.161308,41.30952,2.161308
41.30952_2.265394,41.30952,2.265394
41.309532_2.002155,41.309532,2.002155
41.309532_2.196004,41.309532,2.196004
41.309532_2.230699,41.309532,2.230699
41.30954_2.138572,41.30954,2.138572
41.309544_2.277354,41.309544,2.277354
41.309547_2.024891,41.309547,2.024891
41.30955_2.115836,41.30955,2.115836
41.309555_2.047628,41.309555,2.047628
41.30956_2.070364,41.30956,2.070364
41.30956_2.0931,41.30956,2.0931
41.30956_2.173268,41.30956,2.173268
41.309563_2.242659,41.309563,2.242659
41.309566_2.207964,41.309566,2.207964
41.309566_2.289313,41.309566,2.289313
41.309578_2.150532,41.309578,2.150532
41.309586_2.014115,41.309586,2.014115
41.309586_2.254619,41.309586,2.254619
41.309593_2.127797,41.309593,2.127797
41.309593_2.185228,41.309593,2.185228
41.309597_2.036852,41.309597,2.036852
41.309597_2.219924,41.309597,2.219924
41.3096_2.105061,41.3096,2.105061
41.309605_2.059588,41.309605,2.059588
41.309605_2.082325,41.309605,2.082325
41.309612_2.266579,41.309612,2.266579
41.309616_2.162493,41.309616,2.162493
41.309628_2.003339,41.309628,2.003339
41.309628_2.197188,41.309628,2.197188
41.309628_2.231884,41.309628,2.231884
41.30963_2.139757,41.30963,2.139757
41.309635_2.278538,41.309635,2.278538
41.309643_2.026076,41.309643,2.026076
41.309647_2.117021,41.309647,2.117021
41.30965_2.048812,41.30965,2.048812
41.30965_2.094285,41.30965,2.094285
41.30965_2.174453,41.30965,2.174453
41.309654_2.071549,41.309654,2.071549
41.309654_2.243844,41.309654,2.243844
41.309658_2.209148,41.309658,2.209148
41.309658_2.290498,41.309658,2.290498
41.309666_1.992563,41.309666,1.992563
41.309673_2.151717,41.309673,2.151717
41.30968_2.0153,41.30968,2.0153
41.30968_2.255803,41.30968,2.255803
41.30969_2.128981,41.30969,2.128981
41.30969_2.186413,41.30969,2.186413
41.30969_2.221108,41.30969,2.221108
41.309692_2.038036,41.309692,2.038036
41.309696_2.106245,41.309696,2.106245
41.3097_2.060773,41.3097,2.060773
41.3097_2.083509,41.3097,2.083509
41.309704_2.267763,41.309704,2.267763
41.309708_2.163677,41.309708,2.163677
41.30972_2.198373,41.30972,2.198373
41.30972_2.233068,41.30972,2.233068
41.309723_2.004524,41.309723,2.004524
41.309727_2.140942,41.309727,2.140942
41.309727_2.279723,41.309727,2.279723
41.30974_2.02726,41.30974,2.02726
41.30974_2.118206,41.30974,2.118206
41.309746_2.049997,41.309746,2.049997
41.309746_2.095469,41.309746,2.095469
41.309746_2.175637,41.309746,2.175637
41.309746_2.245028,41.309746,2.245028
41.30975_2.072733,41.30975,2.072733
41.30975_2.291683,41.30975,2.291683
41.309753_2.210333,41.309753,2.210333
41.30976_1.993748,41.30976,1.993748
41.309765_2.152902,41.309765,2.152902
41.309772_2.256988,41.309772,2.256988
41.309776_2.016484,41.309776,2.016484
41.30978_2.130166,41.30978,2.130166
41.30978_2.187598,41.30978,2.187598
41.309784_2.222293,41.309784,2.222293
41.309788_2.039221,41.309788,2.039221
41.30979_2.10743,41.30979,2.10743
41.309795_2.061957,41.309795,2.061957
41.309795_2.084694,41.309795,2.084694
41.309795_2.268948,41.309795,2.268948
41.309803_2.164862,41.309803,2.164862
41.30981_2.234253,41.30981,2.234253
41.309814_2.199558,41.309814,2.199558
41.30982_2.005708,41.30982,2.005708
41.309822_2.142126,41.309822,2.142126
41.309822_2.280908,41.309822,2.280908
41.30983_2.028445,41.30983,2.028445
41.309834_2.11939,41.309834,2.11939
41.309837_2.176822,41.309837,2.176822
41.309837_2.246213,41.309837,2.246213
41.30984_2.051181,41.30984,2.051181
41.30984_2.073918,41.30984,2.073918
41.30984_2.096654,41.30984,2.096654
41.309845_2.211518,41.309845,2.211518
41.309856_1.994932,41.309856,1.994932
41.30986_2.154086,41.30986,2.154086
41.309864_2.258173,41.309864,2.258173
41.30987_2.017669,41.30987,2.017669
41.30987_2.188782,41.30987,2.188782
41.309875_2.131351,41.309875,2.131351
41.309875_2.223478,41.309875,2.223478
41.309883_2.040406,41.309883,2.040406
41.309883_2.108614,41.309883,2.108614
41.30989_2.063142,41.30989,2.063142
41.30989_2.085878,41.30989,2.085878
41.30989_2.270133,41.30989,2.270133
41.3099_2.166047,41.3099,2.166047
41.309902_2.235438,41.309902,2.235438
41.309906_2.200742,41.309906,2.200742
41.309914_2.006893,41.309914,2.006893
41.309914_2.143311,41.309914,2.143311
41.309914_2.282093,41.309914,2.282093
41.309925_2.029629,41.309925,2.029629
41.30993_2.120575,41.30993,2.120575
41.309933_2.178007,41.309933,2.178007
41.309933_2.247398,41.309933,2.247398
41.309937_2.052366,41.309937,2.052366
41.309937_2.075102,41.309937,2.075102
41.309937_2.097839,41.309937,2.097839
41.309937_2.212703,41.309937,2.212703
41.30995_1.996116,41.30995,1.996116
41.30995_2.155271,41.30995,2.155271
41.309956_2.259358,41.309956,2.259358
41.309967_2.018853,41.309967,2.018853
41.309967_2.132535,41.309967,2.132535
41.309967_2.189967,41.309967,2.189967
41.309967_2.224663,41.309967,2.224663
41.30998_2.04159,41.30998,2.04159
41.30998_2.109799,41.30998,2.109799
41.309982_2.064327,41.309982,2.064327
41.309982_2.087063,41.309982,2.087063
41.309982_2.271318,41.309982,2.271318
41.30999_2.167231,41.30999,2.167231
41.309998_2.201927,41.309998,2.201927
41.309998_2.236623,41.309998,2.236623
41.310005_2.283278,41.310005,2.283278
41.31001_2.008077,41.31001,2.008077
41.31001_2.144495,41.31001,2.144495
41.31002_2.030814,41.31002,2.030814
41.31002_2.121759,41.31002,2.121759
41.310024_2.179191,41.310024,2.179191
41.310024_2.248583,41.310024,2.248583
41.310028_2.05355,41.310028,2.05355
41.310028_2.099023,41.310028,2.099023
41.31003_2.076287,41.31003,2.076287
41.31003_2.213887,41.31003,2.213887
41.310047_1.997301,41.310047,1.997301
41.310047_2.156456,41.310047,2.156456
41.31005_2.260542,41.31005,2.260542
41.31006_2.191152,41.31006,2.191152
41.310062_2.020038,41.310062,2.020038
41.310062_2.13372,41.310062,2.13372
41.310062_2.225847,41.310062,2.225847
41.310074_2.042774,41.310074,2.042774
41.310074_2.110984,41.310074,2.110984
41.310074_2.272502,41.310074,2.272502
41.310078_2.065511,41.310078,2.065511
41.310078_2.088247,41.310078,2.088247
41.310085_2.168416,41.310085,2.168416
41.31009_2.237807,41.31009,2.237807
41.310093_2.203112,41.310093,2.203112
41.310097_2.284462,41.310097,2.284462
41.3101_2.14568,41.3101,2.14568
41.310104_2.009262,41.310104,2.009262
41.310116_2.031998,41.310116,2.031998
41.310116_2.122944,41.310116,2.122944
41.310116_2.249767,41.310116,2.249767
41.31012_2.180376,41.31012,2.180376
41.310123_2.054735,41.310123,2.054735
41.310123_2.100208,41.310123,2.100208
41.310123_2.215072,41.310123,2.215072
41.310127_2.077471,41.310127,2.077471
41.31014_2.15764,41.31014,2.15764
41.310143_1.998485,41.310143,1.998485
41.310143_2.261727,41.310143,2.261727
41.310154_2.192336,41.310154,2.192336
41.310154_2.227032,41.310154,2.227032
41.310158_2.021222,41.310158,2.021222
41.310158_2.134904,41.310158,2.134904
41.310165_2.273687,41.310165,2.273687
41.31017_2.043959,41.31017,2.043959
41.31017_2.112168,41.31017,2.112168
41.310173_2.066695,41.310173,2.066695
41.310173_2.089432,41.310173,2.089432
41.310177_2.1696,41.310177,2.1696
41.31018_2.238992,41.31018,2.238992
41.310184_2.204296,41.310184,2.204296
41.31019_2.285647,41.31019,2.285647
41.310196_2.146865,41.310196,2.146865
41.3102_2.010446,41.3102,2.010446
41.310207_2.250952,41.310207,2.250952
41.31021_2.033183,41.31021,2.033183
41.31021_2.124129,41.31021,2.124129
41.31021_2.181561,41.31021,2.181561
41.310215_2.216257,41.310215,2.216257
41.31022_2.055919,41.31022,2.055919
41.31022_2.101392,41.31022,2.101392
41.310223_2.078656,41.310223,2.078656
41.310234_2.158825,41.310234,2.158825
41.310234_2.262912,41.310234,2.262912
41.310238_1.99967,41.310238,1.99967
41.310246_2.193521,41.310246,2.193521
41.310246_2.228217,41.310246,2.228217
41.31025_2.136089,41.31025,2.136089
41.310253_2.022407,41.310253,2.022407
41.310257_2.274872,41.310257,2.274872
41.31026_2.113353,41.31026,2.113353
41.310265_2.045143,41.310265,2.045143
41.31027_2.06788,41.31027,2.06788
41.31027_2.090616,41.31027,2.090616
41.310272_2.170785,41.310272,2.170785
41.310276_2.240177,41.310276,2.240177
41.31028_2.205481,41.31028,2.205481
41.31028_2.286832,41.31028,2.286832
41.31029_2.148049,41.31029,2.148049
41.310295_2.011631,41.310295,2.011631
41.310303_2.125313,41.310303,2.125313
41.310303_2.252137,41.310303,2.252137
41.310307_2.034367,41.310307,2.034367
41.310307_2.182745,41.310307,2.182745
41.31031_2.217441,41.31031,2.217441
41.310314_2.057104,41.310314,2.057104
41.310314_2.07984,41.310314,2.07984
41.310314_2.102577,41.310314,2.102577
41.310326_2.16001,41.310326,2.16001
41.310326_2.264097,41.310326,2.264097
41.310333_2.000854,41.310333,2.000854
41.310337_2.229401,41.310337,2.229401
41.31034_2.194705,41.31034,2.194705
41.310345_2.137274,41.310345,2.137274
41.31035_2.023591,41.31035,2.023591
41.31035_2.276057,41.31035,2.276057
41.310356_2.114537,41.310356,2.114537
41.31036_2.046328,41.31036,2.046328
41.310364_2.069065,41.310364,2.069065
41.310364_2.091801,41.310364,2.091801
41.310364_2.17197,41.310364,2.17197
41.310368_2.241361,41.310368,2.241361
41.31037_2.206666,41.31037,2.206666
41.31037_2.288017,41.31037,2.288017
41.310383_2.149234,41.310383,2.149234
41.31039_2.012815,41.31039,2.012815
41.310394_2.253321,41.310394,2.253321
41.3104_2.126498,41.3104,2.126498
41.3104_2.18393,41.3104,2.18393
41.310402_2.035552,41.310402,2.035552
41.310402_2.218626,41.310402,2.218626
41.310406_2.103761,41.310406,2.103761
41.31041_2.058289,41.31041,2.058289
41.31041_2.081025,41.31041,2.081025
41.310417_2.265281,41.310417,2.265281
41.31042_2.161194,41.31042,2.161194
41.31043_2.002039,41.31043,2.002039
41.310432_2.19589,41.310432,2.19589
41.310432_2.230586,41.310432,2.230586
41.310436_2.138458,41.310436,2.138458
41.310444_2.024776,41.310444,2.024776
41.310444_2.277241,41.310444,2.277241
41.31045_2.115722,41.31045,2.115722
41.310455_2.047513,41.310455,2.047513
41.310455_2.092986,41.310455,2.092986
41.31046_2.070249,41.31046,2.070249
41.31046_2.173154,41.31046,2.173154
41.31046_2.242546,41.31046,2.242546
41.310463_2.20785,41.310463,2.20785
41.310467_2.289201,41.310467,2.289201
41.31048_2.150419,41.31048,2.150419
41.310486_2.013999,41.310486,2.013999
41.310486_2.254506,41.310486,2.254506
41.31049_2.127682,41.31049,2.127682
41.310493_2.185115,41.310493,2.185115
41.310493_2.219811,41.310493,2.219811
41.310497_2.036736,41.310497,2.036736
41.3105_2.104946,41.3105,2.104946
41.310505_2.059473,41.310505,2.059473
41.310505_2.08221,41.310505,2.08221
41.310513_2.266466,41.310513,2.266466
41.310516_2.162379,41.310516,2.162379
41.310524_2.003223,41.310524,2.003223
41.310524_2.197075,41.310524,2.197075
41.310524_2.231771,41.310524,2.231771
41.31053_2.139643,41.31053,2.139643
41.310535_2.278426,41.310535,2.278426
41.31054_2.02596,41.31054,2.02596
41.310543_2.116907,41.310543,2.116907
41.310547_2.048697,41.310547,2.048697
41.31055_2.071434,41.31055,2.071434
41.31055_2.09417,41.31055,2.09417
41.31055_2.174339,41.31055,2.174339
41.31055_2.243731,41.31055,2.243731
41.31056_2.209035,41.31056,2.209035
41.31056_2.290386,41.31056,2.290386
41.310566_1.992447,41.310566,1.992447
41.31057_2.151603,41.31057,2.151603
41.310577_2.255691,41.310577,2.255691
41.31058_2.015184,41.31058,2.015184
41.310585_2.128867,41.310585,2.128867
41.310585_2.186299,41.310585,2.186299
41.31059_2.220995,41.31059,2.220995
41.310593_2.037921,41.310593,2.037921
41.310596_2.106131,41.310596,2.106131
41.3106_2.060658,41.3106,2.060658
41.3106_2.083394,41.3106,2.083394
41.310604_2.267651,41.310604,2.267651
41.310608_2.163563,41.310608,2.163563
41.310616_2.232955,41.310616,2.232955
41.31062_2.004408,41.31062,2.004408
41.31062_2.19826,41.31062,2.19826
41.310627_2.140827,41.310627,2.140827
41.310627_2.279611,41.310627,2.279611
41.310635_2.027145,41.310635,2.027145
41.31064_2.118091,41.31064,2.118091
41.310642_2.049881,41.310642,2.049881
41.310646_2.072618,41.310646,2.072618
41.310646_2.095355,41.310646,2.095355
41.310646_2.175524,41.310646,2.175524
41.310646_2.244916,41.310646,2.244916
41.31065_2.21022,41.31065,2.21022
41.31065_2.291571,41.31065,2.291571
41.31066_1.993631,41.31066,1.993631
41.310665_2.152788,41.310665,2.152788
41.310673_2.256876,41.310673,2.256876
41.310677_2.016368,41.310677,2.016368
41.31068_2.130052,41.31068,2.130052
41.31068_2.187484,41.31068,2.187484
41.31068_2.22218,41.31068,2.22218
41.310688_2.039105,41.310688,2.039105
41.310688_2.107315,41.310688,2.107315
41.31069_2.061842,41.31069,2.061842
41.310696_2.084579,41.310696,2.084579
41.310696_2.268836,41.310696,2.268836
41.310703_2.164748,41.310703,2.164748
41.31071_2.199444,41.31071,2.199444
41.31071_2.23414,41.31071,2.23414
41.310715_2.005592,41.310715,2.005592
41.31072_2.142012,41.31072,2.142012
41.31072_2.280796,41.31072,2.280796
41.31073_2.028329,41.31073,2.028329
41.310734_2.119276,41.310734,2.119276
41.310738_2.051066,41.310738,2.051066
41.310738_2.096539,41.310738,2.096539
41.310738_2.176708,41.310738,2.176708
41.310738_2.2461,41.310738,2.2461
41.31074_2.073803,41.31074,2.073803
41.310745_2.211405,41.310745,2.211405
41.310757_1.994816,41.310757,1.994816
41.310757_2.153972,41.310757,2.153972
41.310764_2.25806,41.310764,2.25806
41.310772_2.017553,41.310772,2.017553
41.310772_2.131236,41.310772,2.131236
41.310772_2.188669,41.310772,2.188669
41.310772_2.223365,41.310772,2.223365
41.310783_2.04029,41.310783,2.04029
41.310783_2.1085,41.310783,2.1085
41.310787_2.063027,41.310787,2.063027
41.310787_2.085763,41.310787,2.085763
41.310787_2.27002,41.310787,2.27002
41.310795_2.165933,41.310795,2.165933
41.310802_2.235325,41.310802,2.235325
41.310806_2.200629,41.310806,2.200629
41.31081_2.281981,41.31081,2.281981
41.310814_2.006777,41.310814,2.006777
41.310814_2.143197,41.310814,2.143197
41.310825_2.029514,41.310825,2.029514
41.310825_2.12046,41.310825,2.12046
41.31083_2.177893,41.31083,2.177893
41.31083_2.247285,41.31083,2.247285
41.310833_2.05225,41.310833,2.05225
41.310833_2.097724,41.310833,2.097724
41.310837_2.074987,41.310837,2.074987
41.310837_2.212589,41.310837,2.212589
41.310852_1.996,41.310852,1.996
41.310852_2.155157,41.310852,2.155157
41.310856_2.259245,41.310856,2.259245
41.310863_2.189853,41.310863,2.189853
41.310867_2.018737,41.310867,2.018737
41.310867_2.132421,41.310867,2.132421
41.310867_2.22455,41.310867,2.22455
41.31088_2.041474,41.31088,2.041474
41.31088_2.109684,41.31088,2.109684
41.31088_2.271205,41.31088,2.271205
41.310883_2.064211,41.310883,2.064211
41.310883_2.086948,41.310883,2.086948
41.31089_2.167117,41.31089,2.167117
41.310894_2.23651,41.310894,2.23651
41.310898_2.201814,41.310898,2.201814
41.3109_2.283165,41.3109,2.283165
41.310905_2.144381,41.310905,2.144381
41.31091_2.007961,41.31091,2.007961
41.31092_2.030698,41.31092,2.030698
41.31092_2.121645,41.31092,2.121645
41.31092_2.24847,41.31092,2.24847
41.310925_2.179078,41.310925,2.179078
41.31093_2.053435,41.31093,2.053435
41.31093_2.098908,41.31093,2.098908
41.31093_2.213774,41.31093,2.213774
41.310932_2.076172,41.310932,2.076172
41.310944_2.156342,41.310944,2.156342
41.310947_1.997185,41.310947,1.997185
41.310947_2.26043,41.310947,2.26043
41.31096_2.191038,41.31096,2.191038
41.31096_2.225734,41.31096,2.225734
41.310963_2.019922,41.310963,2.019922
41.310963_2.133605,41.310963,2.133605
41.31097_2.110869,41.31097,2.110869
41.310974_2.042659,41.310974,2.042659
41.310974_2.27239,41.310974,2.27239
41.310978_2.065396,41.310978,2.065396
41.310978_2.088132,41.310978,2.088132
41.31098_2.168302,41.31098,2.168302
41.31099_2.202998,41.31099,2.202998
41.31099_2.237695,41.31099,2.237695
41.310997_2.28435,41.310997,2.28435
41.311_2.145566,41.311,2.145566
41.311005_2.009145,41.311005,2.009145
41.311012_2.122829,41.311012,2.122829
41.311016_2.031883,41.311016,2.031883
41.311016_2.180263,41.311016,2.180263
41.311016_2.249655,41.311016,2.249655
41.311024_2.05462,41.311024,2.05462
41.311024_2.077356,41.311024,2.077356
41.311024_2.100093,41.311024,2.100093
41.311024_2.214959,41.311024,2.214959
41.31104_2.157526,41.31104,2.157526
41.31104_2.261615,41.31104,2.261615
41.311043_1.998369,41.311043,1.998369
41.31105_2.192223,41.31105,2.192223
41.31105_2.226919,41.31105,2.226919
41.311054_2.13479,41.311054,2.13479
41.311058_2.021106,41.311058,2.021106
41.311066_2.043843,41.311066,2.043843
41.311066_2.112054,41.311066,2.112054
41.311066_2.273575,41.311066,2.273575
41.311073_2.06658,41.311073,2.06658
41.311073_2.089317,41.311073,2.089317
41.311077_2.169487,41.311077,2.169487
41.31108_2.238879,41.31108,2.238879
41.311085_2.204183,41.311085,2.204183
41.31109_2.285535,41.31109,2.285535
41.311096_2.14675,41.311096,2.14675
41.3111_2.01033,41.3111,2.01033
41.311108_2.124014,41.311108,2.124014
41.311108_2.250839,41.311108,2.250839
41.31111_2.033067,41.31111,2.033067
41.31111_2.181447,41.31111,2.181447
41.311115_2.101278,41.311115,2.101278
41.311115_2.216143,41.311115,2.216143
41.31112_2.055804,41.31112,2.055804
41.31112_2.078541,41.31112,2.078541
41.311134_2.158711,41.311134,2.158711
41.311134_2.2628,41.311134,2.2628
41.31114_1.999554,41.31114,1.999554
41.311146_2.193408,41.311146,2.193408
41.311146_2.228104,41.311146,2.228104
41.31115_2.135975,41.31115,2.135975
41.311153_2.022291,41.311153,2.022291
41.311157_2.27476,41.311157,2.27476
41.31116_2.045028,41.31116,2.045028
41.31116_2.113238,41.31116,2.113238
41.311165_2.090502,41.311165,2.090502
41.31117_2.067765,41.31117,2.067765
41.31117_2.170671,41.31117,2.170671
41.311172_2.240064,41.311172,2.240064
41.311176_2.205368,41.311176,2.205368
41.31118_2.28672,41.31118,2.28672
41.311188_2.147935,41.311188,2.147935
41.311195_2.011514,41.311195,2.011514
41.3112_2.252024,41.3112,2.252024
41.311203_2.125199,41.311203,2.125199
41.311203_2.182632,41.311203,2.182632
41.311207_2.034252,41.311207,2.034252
41.311207_2.217328,41.311207,2.217328
41.31121_2.102462,41.31121,2.102462
41.311214_2.056989,41.311214,2.056989
41.311214_2.079726,41.311214,2.079726
41.311226_2.159896,41.311226,2.159896
41.311226_2.263984,41.311226,2.263984
41.311234_2.000738,41.311234,2.000738
41.311237_2.194592,41.311237,2.194592
41.311237_2.229289,41.311237,2.229289
41.31124_2.137159,41.31124,2.137159
41.31125_2.023475,41.31125,2.023475
41.31125_2.275944,41.31125,2.275944
41.311253_2.114423,41.311253,2.114423
41.311256_2.046212,41.311256,2.046212
41.31126_2.068949,41.31126,2.068949
41.31126_2.091686,41.31126,2.091686
41.311264_2.171856,41.311264,2.171856
41.311264_2.241249,41.311264,2.241249
41.31127_2.206553,41.31127,2.206553
41.31127_2.287905,41.31127,2.287905
41.311283_2.14912,41.311283,2.14912
41.31129_2.012699,41.31129,2.012699
41.31129_2.253209,41.31129,2.253209
41.311295_2.126383,41.311295,2.126383
41.3113_2.183816,41.3113,2.183816
41.311302_2.035436,41.311302,2.035436
41.311302_2.218513,41.311302,2.218513
41.311306_2.058173,41.311306,2.058173
41.311306_2.103647,41.311306,2.103647
41.31131_2.08091,41.31131,2.08091
41.311317_2.265169,41.311317,2.265169
41.31132_2.16108,41.31132,2.16108
41.31133_2.001923,41.31133,2.001923
41.31133_2.230473,41.31133,2.230473
41.311333_2.195777,41.311333,2.195777
41.311337_2.138344,41.311337,2.138344
41.31134_2.277129,41.31134,2.277129
41.311344_2.02466,41.311344,2.02466
41.311348_2.115608,41.311348,2.115608
41.31135_2.047397,41.31135,2.047397
41.311356_2.070134,41.311356,2.070134
41.311356_2.092871,41.311356,2.092871
41.311356_2.173041,41.311356,2.173041
41.31136_2.242434,41.31136,2.242434
41.311363_2.207737,41.311363,2.207737
41.311363_2.289089,41.311363,2.289089
41.311375_2.150305,41.311375,2.150305
41.311386_2.013883,41.311386,2.013883
41.311386_2.254394,41.311386,2.254394
41.31139_2.127568,41.31139,2.127568
41.31139_2.185001,41.31139,2.185001
41.311394_2.219698,41.311394,2.219698
41.311398_2.036621,41.311398,2.036621
41.311398_2.104831,41.311398,2.104831
41.3114_2.059358,41.3114,2.059358
41.311405_2.082095,41.311405,2.082095
41.31141_2.266354,41.31141,2.266354
41.311413_2.162265,41.311413,2.162265
41.311424_2.003107,41.311424,2.003107
41.311424_2.196962,41.311424,2.196962
41.311424_2.231658,41.311424,2.231658
41.31143_2.139529,41.31143,2.139529
41.31143_2.278314,41.31143,2.278314
41.31144_2.025844,41.31144,2.025844
41.311443_2.116792,41.311443,2.116792
41.311447_2.048581,41.311447,2.048581
41.31145_2.071318,41.31145,2.071318
41.31145_2.094055,41.31145,2.094055
41.31145_2.174226,41.31145,2.174226
41.31145_2.243618,41.31145,2.243618
41.311455_2.208922,41.311455,2.208922
41.311455_2.290274,41.311455,2.290274
41.311462_1.992331,41.311462,1.992331
41.31147_2.151489,41.31147,2.151489
41.311478_2.015068,41.311478,2.015068
41.311478_2.255579,41.311478,2.255579
41.311485_2.128753,41.311485,2.128753
41.311485_2.186186,41.311485,2.186186
41.311485_2.220882,41.311485,2.220882
41.31149_2.037805,41.31149,2.037805
41.311493_2.106016,41.311493,2.106016
41.311497_2.060542,41.311497,2.060542
41.311497_2.083279,41.311497,2.083279
41.3115_2.267539,41.3115,2.267539
41.31151_2.16345,41.31151,2.16345
41.311516_2.198146,41.311516,2.198146
41.311516_2.232843,41.311516,2.232843
41.31152_2.004292,41.31152,2.004292
41.311523_2.140713,41.311523,2.140713
41.311527_2.279499,41.311527,2.279499
41.311535_2.027029,41.311535,2.027029
41.311535_2.117977,41.311535,2.117977
41.311543_2.049766,41.311543,2.049766
41.311543_2.09524,41.311543,2.09524
41.311543_2.17541,41.311543,2.17541
41.311543_2.244803,41.311543,2.244803
41.311546_2.072503,41.311546,2.072503
41.311546_2.291459,41.311546,2.291459
41.31155_2.210107,41.31155,2.210107
41.311558_1.993515,41.311558,1.993515
41.31156_2.152674,41.31156,2.152674
41.31157_2.256763,41.31157,2.256763
41.311573_2.016253,41.311573,2.016253
41.311577_2.129937,41.311577,2.129937
41.311577_2.187371,41.311577,2.187371
41.31158_2.222067,41.31158,2.222067
41.311584_2.03899,41.311584,2.03899
41.31159_2.107201,41.31159,2.107201
41.311592_2.061727,41.311592,2.061727
