station_id,lat,lon,tmean_c
41.304203_2.185909,41.304203,2.185909,28.388855
41.304203_2.220602,41.304203,2.220602,28.209715
41.304207_2.037546,41.304207,2.037546,29.8863
41.30421_2.105749,41.30421,2.105749,30.920504
41.304214_2.06028,41.304214,2.06028,30.584044
41.304214_2.083014,41.304214,2.083014,30.959208
41.30422_2.267252,41.30422,2.267252,28.012213
41.304222_2.163176,41.304222,2.163176,28.56487
41.304234_2.197868,41.304234,2.197868,28.330366
41.304234_2.23256,41.304234,2.23256,28.15537
41.304237_2.004036,41.304237,2.004036,31.033823
41.30424_2.140442,41.30424,2.140442,30.273375
41.30424_2.279211,41.30424,2.279211,27.958649
41.30425_2.026771,41.30425,2.026771,30.291761
41.304253_2.117708,41.304253,2.117708,29.581121
41.30426_2.049505,41.30426,2.049505,29.959259
41.30426_2.094974,41.30426,2.094974,30.921799
41.30426_2.175135,41.30426,2.175135,28.490366
41.30426_2.244519,41.30426,2.244519,28.109533
41.304264_2.07224,41.304264,2.07224,30.781122
41.304264_2.29117,41.304264,2.29117,27.954153
41.304268_2.209827,41.304268,2.209827,28.263987
41.304276_1.993261,41.304276,1.993261,30.572973
41.30428_2.152401,41.30428,2.152401,28.693687
41.304287_2.256478,41.304287,2.256478,28.071844
41.30429_2.015996,41.30429,2.015996,30.97793
41.304295_2.129667,41.304295,2.129667,29.043512
41.304295_2.187094,41.304295,2.187094,28.38326
41.3043_2.221786,41.3043,2.221786,28.200708
41.304302_2.03873,41.304302,2.03873,29.902208
41.304306_2.106933,41.304306,2.106933,30.565033
41.30431_2.061465,41.30431,2.061465,30.721819
41.30431_2.084199,41.30431,2.084199,31.047506
41.30431_2.268437,41.30431,2.268437,28.001999
41.304317_2.16436,41.304317,2.16436,28.548254
41.304325_2.233745,41.304325,2.233745,28.149597
41.30433_2.199053,41.30433,2.199053,28.323935
41.304333_2.00522,41.304333,2.00522,30.982203
41.304337_2.141626,41.304337,2.141626,29.768364
41.304337_2.280396,41.304337,2.280396,27.954224
41.304344_2.027955,41.304344,2.027955,30.019987
41.304348_2.118892,41.304348,2.118892,29.452433
41.30435_2.176319,41.30435,2.176319,28.482271
41.30435_2.245704,41.30435,2.245704,28.105837
41.304356_2.05069,41.304356,2.05069,29.960264
41.304356_2.073424,41.304356,2.073424,30.78855
41.304356_2.096158,41.304356,2.096158,31.021788
41.304356_2.292355,41.304356,2.292355,27.977945
41.30436_2.211012,41.30436,2.211012,28.2591
41.30437_1.994445,41.30437,1.994445,30.695595
41.304375_2.153585,41.304375,2.153585,28.674034
41.30438_2.257663,41.30438,2.257663,28.068262
41.304386_2.01718,41.304386,2.01718,30.74499
41.304386_2.188278,41.304386,2.188278,28.381058
41.30439_2.130852,41.30439,2.130852,29.085836
41.30439_2.222971,41.30439,2.222971,28.193893
41.304398_2.039915,41.304398,2.039915,29.912453
41.304398_2.108118,41.304398,2.108118,29.98884
41.304405_2.062649,41.304405,2.062649,30.616194
41.304405_2.085383,41.304405,2.085383,31.201761
41.304405_2.269622,41.304405,2.269622,27.991999
41.304413_2.165545,41.304413,2.165545,28.54367
41.304417_2.23493,41.304417,2.23493,28.14454
41.30442_2.200237,41.30442,2.200237,28.316835
41.30443_2.006405,41.30443,2.006405,30.934092
41.30443_2.142811,41.30443,2.142811,29.727304
41.30443_2.28158,41.30443,2.28158,27.949455
41.30444_2.02914,41.30444,2.02914,29.98439
41.304443_2.120077,41.304443,2.120077,29.455488
41.304447_2.051874,41.304447,2.051874,30.525513
41.304447_2.177504,41.304447,2.177504,28.473516
41.304447_2.246889,41.304447,2.246889,28.10148
41.30445_2.074608,41.30445,2.074608,30.79777
41.30445_2.097343,41.30445,2.097343,31.042711
41.30445_2.212196,41.30445,2.212196,28.25409
41.304466_1.995629,41.304466,1.995629,30.813604
41.304466_2.15477,41.304466,2.15477,28.658377
41.30447_2.258847,41.30447,2.258847,28.06286
41.30448_2.018364,41.30448,2.018364,30.476397
41.30448_2.132036,41.30448,2.132036,29.131721
41.30448_2.189463,41.30448,2.189463,28.37504
41.30448_2.224155,41.30448,2.224155,28.189898
41.304493_2.041099,41.304493,2.041099,29.964087
41.304493_2.109302,41.304493,2.109302,29.73858
41.304497_2.063833,41.304497,2.063833,30.606085
41.304497_2.086568,41.304497,2.086568,31.207743
41.304497_2.270806,41.304497,2.270806,27.984934
41.304504_2.166729,41.304504,2.166729,28.544378
41.304512_2.201422,41.304512,2.201422,28.308477
41.304512_2.236114,41.304512,2.236114,28.140196
41.30452_2.282765,41.30452,2.282765,27.944403
41.304523_2.007589,41.304523,2.007589,30.950218
41.304523_2.143995,41.304523,2.143995,28.729204
41.304535_2.030324,41.304535,2.030324,29.995592
41.304535_2.121261,41.304535,2.121261,29.423006
41.30454_2.178688,41.30454,2.178688,28.462656
41.30454_2.248073,41.30454,2.248073,28.096756
41.304543_2.053058,41.304543,2.053058,30.646917
41.304543_2.098527,41.304543,2.098527,31.241117
41.304546_2.075793,41.304546,2.075793,30.94216
41.304546_2.213381,41.304546,2.213381,28.24885
41.30456_1.996814,41.30456,1.996814,30.81053
41.30456_2.155955,41.30456,2.155955,28.644732
41.304565_2.260032,41.304565,2.260032,28.056189
41.304573_2.190647,41.304573,2.190647,28.367315
41.304577_2.019549,41.304577,2.019549,30.120947
41.304577_2.133221,41.304577,2.133221,30.965948
41.304577_2.22534,41.304577,2.22534,28.185997
41.30459_2.042283,41.30459,2.042283,29.953323
41.30459_2.110487,41.30459,2.110487,29.74101
41.30459_2.271991,41.30459,2.271991,27.979033
41.304592_2.065018,41.304592,2.065018,30.635307
41.304592_2.087752,41.304592,2.087752,31.218386
41.3046_2.167914,41.3046,2.167914,28.546303
41.304604_2.237299,41.304604,2.237299,28.136734
41.304607_2.202606,41.304607,2.202606,28.300554
41.30461_2.28395,41.30461,2.28395,27.939615
41.304615_2.14518,41.304615,2.14518,28.726072
41.30462_2.008773,41.30462,2.008773,30.915373
41.30463_2.031508,41.30463,2.031508,30.176268
41.30463_2.122446,41.30463,2.122446,29.417719
41.30463_2.249258,41.30463,2.249258,28.09234
41.304634_2.179873,41.304634,2.179873,28.449837
41.304638_2.054243,41.304638,2.054243,30.619703
41.304638_2.099712,41.304638,2.099712,31.130539
41.304638_2.214566,41.304638,2.214566,28.244118
41.30464_2.076977,41.30464,2.076977,30.99407
41.304653_2.157139,41.304653,2.157139,28.63144
41.304657_1.997998,41.304657,1.997998,30.849405
41.304657_2.261217,41.304657,2.261217,28.048475
41.30467_2.191832,41.30467,2.191832,28.357483
41.30467_2.226525,41.30467,2.226525,28.181868
41.304672_2.020733,41.304672,2.020733,30.119055
41.304672_2.134405,41.304672,2.134405,30.92692
41.30468_2.111671,41.30468,2.111671,29.686605
41.30468_2.273176,41.30468,2.273176,27.974176
41.304684_2.043468,41.304684,2.043468,30.051023
41.304688_2.066202,41.304688,2.066202,30.659052
41.304688_2.088937,41.304688,2.088937,31.119349
41.30469_2.169098,41.30469,2.169098,28.540497
41.304695_2.238484,41.304695,2.238484,28.133856
41.3047_2.203791,41.3047,2.203791,28.293608
41.304703_2.285135,41.304703,2.285135,27.934433
41.30471_2.146364,41.30471,2.146364,28.712921
41.304714_2.009958,41.304714,2.009958,30.921967
41.30472_2.250443,41.30472,2.250443,28.08857
41.304726_2.032693,41.304726,2.032693,30.100769
41.304726_2.12363,41.304726,2.12363,29.363825
41.304726_2.181057,41.304726,2.181057,28.437279
41.30473_2.21575,41.30473,2.21575,28.239029
41.304733_2.055427,41.304733,2.055427,30.734528
41.304733_2.100896,41.304733,2.100896,31.036219
41.304737_2.078162,41.304737,2.078162,30.986923
41.30475_2.158324,41.30475,2.158324,28.619667
41.30475_2.262402,41.30475,2.262402,28.041697
41.304752_1.999182,41.304752,1.999182,30.914064
41.30476_2.193017,41.30476,2.193017,28.35369
41.30476_2.227709,41.30476,2.227709,28.177042
41.304764_2.13559,41.304764,2.13559,30.828188
41.304768_2.021917,41.304768,2.021917,30.120247
41.30477_2.27436,41.30477,2.27436,27.970617
41.304775_2.112855,41.304775,2.112855,29.678186
41.30478_2.044652,41.30478,2.044652,30.05821
41.304783_2.067387,41.304783,2.067387,30.662956
41.304783_2.090121,41.304783,2.090121,30.995453
41.304787_2.170283,41.304787,2.170283,28.529291
41.30479_2.239668,41.30479,2.239668,28.13032
41.304794_2.204976,41.304794,2.204976,28.287138
41.304794_2.286319,41.304794,2.286319,27.928823
41.304806_2.147549,41.304806,2.147549,28.706324
41.30481_2.011142,41.30481,2.011142,30.951614
41.304817_2.124815,41.304817,2.124815,29.333178
41.304817_2.251627,41.304817,2.251627,28.08522
41.30482_2.033877,41.30482,2.033877,30.03157
41.30482_2.182242,41.30482,2.182242,28.42571
41.304825_2.102081,41.304825,2.102081,31.075098
41.304825_2.216935,41.304825,2.216935,28.232489
41.30483_2.056612,41.30483,2.056612,30.731804
41.30483_2.079346,41.30483,2.079346,30.859604
41.30484_2.159508,41.30484,2.159508,28.607897
41.30484_2.263586,41.30484,2.263586,28.03537
41.304848_2.000367,41.304848,2.000367,30.950409
41.304855_2.194201,41.304855,2.194201,28.351736
41.304855_2.228894,41.304855,2.228894,28.17137
41.30486_2.136774,41.30486,2.136774,30.056053
41.304863_2.023102,41.304863,2.023102,30.132172
41.304867_2.275545,41.304867,2.275545,27.968292
41.30487_2.11404,41.30487,2.11404,29.672752
41.304874_2.045836,41.304874,2.045836,30.060064
41.304874_2.091305,41.304874,2.091305,30.948578
41.30488_2.068571,41.30488,2.068571,30.708666
41.30488_2.171467,41.30488,2.171467,28.517653
41.304882_2.240853,41.304882,2.240853,28.12538
41.304886_2.20616,41.304886,2.20616,28.281845
41.304886_2.287504,41.304886,2.287504,27.922922
41.304897_2.148733,41.304897,2.148733,28.705385
41.304905_2.012326,41.304905,2.012326,31.064453
41.30491_2.252812,41.30491,2.252812,28.082047
41.304913_2.125999,41.304913,2.125999,29.284462
41.304913_2.183427,41.304913,2.183427,28.413765
41.304916_2.035061,41.304916,2.035061,29.951126
41.304916_2.218119,41.304916,2.218119,28.224707
41.30492_2.103265,41.30492,2.103265,31.035944
41.304924_2.057796,41.304924,2.057796,30.72123
41.304924_2.080531,41.304924,2.080531,30.86164
41.304935_2.160693,41.304935,2.160693,28.595781
41.304935_2.264771,41.304935,2.264771,28.028168
41.304943_2.001551,41.304943,2.001551,30.926414
41.304947_2.195386,41.304947,2.195386,28.347763
41.304947_2.230078,41.304947,2.230078,28.164907
41.30495_2.137959,41.30495,2.137959,29.845194
41.30496_2.024286,41.30496,2.024286,30.122307
41.30496_2.27673,41.30496,2.27673,27.966215
41.304962_2.115224,41.304962,2.115224,29.670977
41.304966_2.047021,41.304966,2.047021,30.046041
41.30497_2.069756,41.30497,2.069756,30.648115
41.30497_2.09249,41.30497,2.09249,31.08528
41.304974_2.172652,41.304974,2.172652,28.508188
41.304974_2.242038,41.304974,2.242038,28.119879
41.304977_2.207345,41.304977,2.207345,28.276276
41.30498_2.288689,41.30498,2.288689,27.917488
41.304993_2.149918,41.304993,2.149918,28.710058
41.305_2.013511,41.305,2.013511,31.043097
41.305_2.253996,41.305,2.253996,28.07875
41.305004_2.127184,41.305004,2.127184,29.247993
41.305008_2.184611,41.305008,2.184611,28.401278
41.305008_2.219304,41.305008,2.219304,28.216127
41.30501_2.036246,41.30501,2.036246,29.956062
41.305016_2.10445,41.305016,2.10445,31.019318
41.30502_2.05898,41.30502,2.05898,30.72655
41.30502_2.081715,41.30502,2.081715,30.922457
41.305027_2.265955,41.305027,2.265955,28.020515
41.30503_2.161877,41.30503,2.161877,28.582647
41.30504_2.002736,41.30504,2.002736,31.031616
41.30504_2.19657,41.30504,2.19657,28.340113
41.30504_2.231263,41.30504,2.231263,28.158773
41.305046_2.139143,41.305046,2.139143,29.805506
41.30505_2.277915,41.30505,2.277915,27.963236
41.305054_2.02547,41.305054,2.02547,30.070837
41.305058_2.116409,41.305058,2.116409,29.653269
41.30506_2.048205,41.30506,2.048205,30.028883
41.305065_2.07094,41.305065,2.07094,30.755564
41.305065_2.093674,41.305065,2.093674,31.104904
41.305065_2.173836,41.305065,2.173836,28.49862
41.305065_2.243222,41.305065,2.243222,28.113052
41.305073_2.208529,41.305073,2.208529,28.27066
41.305073_2.289873,41.305073,2.289873,27.91993
41.305084_2.151103,41.305084,2.151103,28.711264
41.30509_2.255181,41.30509,2.255181,28.07533
41.305096_2.014695,41.305096,2.014695,31.032045
41.3051_2.128368,41.3051,2.128368,29.082117
41.3051_2.185796,41.3051,2.185796,28.391472
41.305103_2.220489,41.305103,2.220489,28.207102
41.305107_2.03743,41.305107,2.03743,29.905264
41.30511_2.060165,41.30511,2.060165,30.807457
41.30511_2.105634,41.30511,2.105634,30.84726
41.305115_2.0829,41.305115,2.0829,31.006227
41.30512_2.26714,41.30512,2.26714,28.012543
41.305122_2.163062,41.305122,2.163062,28.56688
41.30513_2.232448,41.30513,2.232448,28.152735
41.305134_2.00392,41.305134,2.00392,30.991423
41.305134_2.197755,41.305134,2.197755,28.331335
41.30514_2.140328,41.30514,2.140328,29.944206
41.30514_2.279099,41.30514,2.279099,27.95978
41.30515_2.026655,41.30515,2.026655,30.505777
41.305153_2.117593,41.305153,2.117593,29.614344
41.305157_2.04939,41.305157,2.04939,29.869385
41.305157_2.175021,41.305157,2.175021,28.489466
41.30516_2.072124,41.30516,2.072124,30.804243
41.30516_2.094859,41.30516,2.094859,31.069616
41.30516_2.244407,41.30516,2.244407,28.108545
41.305164_2.209714,41.305164,2.209714,28.263823
41.305164_2.291058,41.305164,2.291058,27.95548
41.305176_1.993145,41.305176,1.993145,30.637167
41.30518_2.152287,41.30518,2.152287,28.700876
41.305187_2.256366,41.305187,2.256366,28.071825
41.30519_2.01588,41.30519,2.01588,30.995535
41.305195_2.129553,41.305195,2.129553,29.114622
41.305195_2.18698,41.305195,2.18698,28.385643
41.305195_2.221673,41.305195,2.221673,28.198477
41.305202_2.038615,41.305202,2.038615,29.989838
41.305202_2.106818,41.305202,2.106818,29.843529
41.305206_2.061349,41.305206,2.061349,30.718332
41.305206_2.084084,41.305206,2.084084,31.064703
41.30521_2.268325,41.30521,2.268325,28.00228
41.305218_2.164246,41.305218,2.164246,28.549677
41.305225_2.19894,41.305225,2.19894,28.324434
41.305225_2.233632,41.305225,2.233632,28.14653
41.30523_2.005104,41.30523,2.005104,30.945196
41.305233_2.141512,41.305233,2.141512,30.11827
41.305233_2.280284,41.305233,2.280284,27.95543
41.305244_2.027839,41.305244,2.027839,30.325354
41.305244_2.118778,41.305244,2.118778,29.572739
41.305252_2.050574,41.305252,2.050574,29.863607
41.305252_2.096044,41.305252,2.096044,31.107656
41.305252_2.176206,41.305252,2.176206,28.48129
41.305252_2.245591,41.305252,2.245591,28.1054
41.305256_2.073309,41.305256,2.073309,30.785093
41.305256_2.292243,41.305256,2.292243,27.97898
41.30526_2.210899,41.30526,2.210899,28.259552
41.30527_1.994329,41.30527,1.994329,30.742178
41.30527_2.153471,41.30527,2.153471,28.680681
41.30528_2.25755,41.30528,2.25755,28.067734
41.305286_2.017064,41.305286,2.017064,30.839048
41.305286_2.130737,41.305286,2.130737,29.182167
41.305286_2.188165,41.305286,2.188165,28.381708
41.30529_2.222858,41.30529,2.222858,28.191803
41.305298_2.039799,41.305298,2.039799,29.998993
41.305298_2.108003,41.305298,2.108003,30.15203
41.3053_2.062534,41.3053,2.062534,30.885223
41.3053_2.085268,41.3053,2.085268,31.259932
41.3053_2.26951,41.3053,2.26951,27.99221
41.30531_2.165431,41.30531,2.165431,28.54222
41.305317_2.234817,41.305317,2.234817,28.141062
41.30532_2.200124,41.30532,2.200124,28.317415
41.305325_2.006289,41.305325,2.006289,30.898577
41.305325_2.281468,41.305325,2.281468,27.950735
41.30533_2.142697,41.30533,2.142697,29.911459
41.30534_2.029024,41.30534,2.029024,30.090296
41.30534_2.119962,41.30534,2.119962,29.444857
41.305344_2.17739,41.305344,2.17739,28.472816
41.305344_2.246776,41.305344,2.246776,28.101578
41.305347_2.051759,41.305347,2.051759,29.861654
41.305347_2.097228,41.305347,2.097228,31.207193
41.30535_2.074493,41.30535,2.074493,30.81209
41.30535_2.212083,41.30535,2.212083,28.254648
41.305367_1.995513,41.305367,1.995513,30.844793
41.305367_2.154656,41.305367,2.154656,28.661112
41.30537_2.258735,41.30537,2.258735,28.062185
41.305378_2.189349,41.305378,2.189349,28.37594
41.30538_2.018248,41.30538,2.018248,30.554098
41.30538_2.131922,41.30538,2.131922,30.754946
41.30538_2.224042,41.30538,2.224042,28.187899
41.305393_2.040983,41.305393,2.040983,29.971748
41.305393_2.109187,41.305393,2.109187,29.860392
41.305393_2.270694,41.305393,2.270694,27.985052
41.305397_2.063718,41.305397,2.063718,30.91538
41.305397_2.086453,41.305397,2.086453,31.259277
41.305405_2.166615,41.305405,2.166615,28.541702
41.30541_2.236001,41.30541,2.236001,28.136438
41.305412_2.201309,41.305412,2.201309,28.309044
41.30542_2.007473,41.30542,2.007473,30.822882
41.30542_2.143881,41.30542,2.143881,30.00966
41.30542_2.282653,41.30542,2.282653,27.94578
41.305435_2.030208,41.305435,2.030208,30.200914
41.305435_2.121147,41.305435,2.121147,29.408106
41.30544_2.178575,41.30544,2.178575,28.462395
41.30544_2.247961,41.30544,2.247961,28.096994
41.305443_2.052943,41.305443,2.052943,30.502329
41.305443_2.098413,41.305443,2.098413,31.135506
41.305443_2.213268,41.305443,2.213268,28.248999
41.305447_2.075678,41.305447,2.075678,31.007013
41.305458_2.155841,41.305458,2.155841,28.644653
41.30546_1.996698,41.30546,1.996698,30.85908
41.30546_2.25992,41.30546,2.25992,28.055548
41.305473_2.190534,41.305473,2.190534,28.369287
41.305473_2.225227,41.305473,2.225227,28.183884
41.305477_2.019433,41.305477,2.019433,30.152662
41.305477_2.133106,41.305477,2.133106,30.674276
41.305485_2.042168,41.305485,2.042168,29.963669
41.305485_2.110372,41.305485,2.110372,29.772146
41.30549_2.271879,41.30549,2.271879,27.979105
41.305492_2.064903,41.305492,2.064903,29.841944
41.305492_2.087637,41.305492,2.087637,31.252935
41.305496_2.1678,41.305496,2.1678,28.543198
41.305504_2.202493,41.305504,2.202493,28.301786
41.305504_2.237186,41.305504,2.237186,28.132868
41.30551_2.283838,41.30551,2.283838,27.940977
41.305515_2.008657,41.305515,2.008657,30.85914
41.305515_2.145066,41.305515,2.145066,28.723806
41.305527_2.122331,41.305527,2.122331,29.406908
41.30553_2.031393,41.30553,2.031393,30.08533
41.30553_2.179759,41.30553,2.179759,28.449324
41.30553_2.249145,41.30553,2.249145,28.092636
41.30554_2.054127,41.30554,2.054127,30.515884
41.30554_2.076862,41.30554,2.076862,31.104912
41.30554_2.099597,41.30554,2.099597,30.960411
41.30554_2.214453,41.30554,2.214453,28.243752
41.305553_2.157025,41.305553,2.157025,28.630587
41.305557_1.997882,41.305557,1.997882,30.90341
41.305557_2.261104,41.305557,2.261104,28.048853
41.305565_2.191719,41.305565,2.191719,28.360199
41.30557_2.134291,41.30557,2.134291,30.70893
41.30557_2.226412,41.30557,2.226412,28.179663
41.305573_2.020617,41.305573,2.020617,30.14264
41.30558_2.043352,41.30558,2.043352,30.010935
41.30558_2.111557,41.30558,2.111557,29.773367
41.30558_2.273063,41.30558,2.273063,27.974283
41.305584_2.088822,41.305584,2.088822,31.218496
41.305588_2.066087,41.305588,2.066087,29.85703
41.30559_2.168984,41.30559,2.168984,28.538824
41.305595_2.238371,41.305595,2.238371,28.13002
41.3056_2.203678,41.3056,2.203678,28.2947
41.305603_2.285022,41.305603,2.285022,27.935797
41.30561_2.009842,41.30561,2.009842,30.87684
41.30561_2.14625,41.30561,2.14625,28.722792
41.305622_2.123516,41.305622,2.123516,29.523323
41.305622_2.25033,41.305622,2.25033,28.089056
41.305626_2.032577,41.305626,2.032577,30.09966
41.305626_2.180944,41.305626,2.180944,28.437021
41.30563_2.100781,41.30563,2.100781,30.57222
41.30563_2.215637,41.30563,2.215637,28.236603
41.305634_2.055312,41.305634,2.055312,30.64123
41.305634_2.078047,41.305634,2.078047,31.00104
41.30565_2.15821,41.30565,2.15821,28.618088
41.30565_2.262289,41.30565,2.262289,28.042267
41.305653_1.999066,41.305653,1.999066,31.033514
41.30566_2.192903,41.30566,2.192903,28.354721
41.30566_2.227596,41.30566,2.227596,28.174812
41.305664_2.135475,41.305664,2.135475,30.925749
41.305668_2.021801,41.305668,2.021801,30.193108
41.30567_2.274248,41.30567,2.274248,27.97084
41.305676_2.044537,41.305676,2.044537,30.01375
41.305676_2.112741,41.305676,2.112741,29.750032
41.30568_2.067271,41.30568,2.067271,30.578955
41.30568_2.090006,41.30568,2.090006,31.094995
41.305683_2.170169,41.305683,2.170169,28.527876
41.305687_2.239556,41.305687,2.239556,28.126602
41.30569_2.204862,41.30569,2.204862,28.28811
41.305695_2.286207,41.305695,2.286207,27.930191
41.305702_2.147435,41.305702,2.147435,28.7117
41.305706_2.011026,41.305706,2.011026,30.888872
41.305714_2.251515,41.305714,2.251515,28.085722
41.305717_2.124701,41.305717,2.124701,29.486174
41.305717_2.182128,41.305717,2.182128,28.425573
41.30572_2.033761,41.30572,2.033761,30.022827
41.30572_2.216822,41.30572,2.216822,28.230036
41.305725_2.056496,41.305725,2.056496,30.783533
41.305725_2.101966,41.305725,2.101966,30.528673
41.30573_2.079231,41.30573,2.079231,30.864943
41.30574_2.159394,41.30574,2.159394,28.60613
41.30574_2.263474,41.30574,2.263474,28.035858
41.305748_2.000251,41.305748,2.000251,30.969498
41.30575_2.194088,41.30575,2.194088,28.352575
41.30575_2.228781,41.30575,2.228781,28.168777
41.305756_2.13666,41.305756,2.13666,30.823095
41.305763_2.022986,41.305763,2.022986,30.357397
41.305763_2.275433,41.305763,2.275433,27.968718
41.305767_2.113925,41.305767,2.113925,29.749886
41.30577_2.045721,41.30577,2.045721,30.016409
41.305775_2.068456,41.305775,2.068456,30.491577
41.305775_2.091191,41.305775,2.091191,30.973928
41.30578_2.171354,41.30578,2.171354,28.515932
41.305782_2.24074,41.305782,2.24074,28.121935
41.305786_2.206047,41.305786,2.206047,28.282616
41.305786_2.287392,41.305786,2.287392,27.92421
41.305798_2.148619,41.305798,2.148619,28.704016
41.3058_2.012211,41.3058,2.012211,30.91449
41.30581_2.125885,41.30581,2.125885,29.426794
41.30581_2.252699,41.30581,2.252699,28.082499
41.305813_2.034946,41.305813,2.034946,30.019361
41.305813_2.183313,41.305813,2.183313,28.414103
41.305817_2.218006,41.305817,2.218006,28.22244
41.30582_2.057681,41.30582,2.057681,30.857698
41.30582_2.10315,41.30582,2.10315,30.948538
41.305824_2.080416,41.305824,2.080416,30.919405
41.305832_2.264658,41.305832,2.264658,28.028502
41.305836_2.160579,41.305836,2.160579,28.593607
41.305843_2.001435,41.305843,2.001435,30.994568
41.305843_2.229966,41.305843,2.229966,28.162527
41.305847_2.195272,41.305847,2.195272,28.348526
41.30585_2.137845,41.30585,2.137845,29.946411
41.305855_2.276618,41.305855,2.276618,27.966768
41.30586_2.02417,41.30586,2.02417,30.17523
41.305862_2.11511,41.305862,2.11511,29.71972
41.305866_2.046906,41.305866,2.046906,29.968504
41.30587_2.06964,41.30587,2.06964,30.537893
41.30587_2.092375,41.30587,2.092375,30.950281
41.30587_2.172538,41.30587,2.172538,28.505697
41.305874_2.241925,41.305874,2.241925,28.117598
41.305878_2.207232,41.305878,2.207232,28.276985
41.305878_2.288577,41.305878,2.288577,27.9188
41.30589_2.149804,41.30589,2.149804,28.70299
41.305897_2.013395,41.305897,2.013395,31.057299
41.3059_2.253884,41.3059,2.253884,28.079058
41.305904_2.127069,41.305904,2.127069,29.12292
41.305904_2.184498,41.305904,2.184498,28.402876
41.30591_2.03613,41.30591,2.03613,30.01927
41.30591_2.219191,41.30591,2.219191,28.214033
41.305912_2.104335,41.305912,2.104335,31.038872
41.305916_2.058865,41.305916,2.058865,30.80055
41.305916_2.0816,41.305916,2.0816,31.047613
41.305923_2.265843,41.305923,2.265843,28.020805
41.305927_2.161763,41.305927,2.161763,28.581919
41.30594_2.00262,41.30594,2.00262,30.928228
41.30594_2.196457,41.30594,2.196457,28.340712
41.30594_2.23115,41.30594,2.23115,28.156042
41.305946_2.139029,41.305946,2.139029,29.821815
41.30595_2.277802,41.30595,2.277802,27.964071
41.305954_2.025355,41.305954,2.025355,30.116386
41.305958_2.116294,41.305958,2.116294,29.691582
41.30596_2.04809,41.30596,2.04809,29.950544
41.30596_2.09356,41.30596,2.09356,31.112192
41.305965_2.070825,41.305965,2.070825,30.630157
41.305965_2.173723,41.305965,2.173723,28.496
41.305965_2.243109,41.305965,2.243109,28.111761
41.30597_2.208416,41.30597,2.208416,28.271372
41.30597_2.289761,41.30597,2.289761,27.921278
41.305984_2.150989,41.305984,2.150989,28.70855
41.305992_2.014579,41.305992,2.014579,31.034845
41.305992_2.255069,41.305992,2.255069,28.075388
41.306_2.128254,41.306,2.128254,29.148256
41.306_2.185682,41.306,2.185682,28.393011
41.306_2.220376,41.306,2.220376,28.205101
41.306004_2.037314,41.306004,2.037314,29.996628
41.306007_2.105519,41.306007,2.105519,30.961607
41.30601_2.06005,41.30601,2.06005,30.45284
41.30601_2.082785,41.30601,2.082785,31.064676
41.30602_2.267028,41.30602,2.267028,28.01287
41.306023_2.162948,41.306023,2.162948,28.568636
41.30603_2.197642,41.30603,2.197642,28.331324
41.30603_2.232335,41.30603,2.232335,28.149765
41.306034_2.003804,41.306034,2.003804,30.864126
41.306038_2.140213,41.306038,2.140213,29.794876
41.30604_2.278987,41.30604,2.278987,27.960785
41.306046_2.026539,41.306046,2.026539,30.113043
41.30605_2.117479,41.30605,2.117479,29.677942
41.306057_2.049274,41.306057,2.049274,29.88371
41.306057_2.094744,41.306057,2.094744,30.969522
41.306057_2.174907,41.306057,2.174907,28.486822
41.306057_2.244294,41.306057,2.244294,28.108118
41.30606_2.072009,41.30606,2.072009,30.809092
41.30606_2.290946,41.30606,2.290946,27.956823
41.306065_2.209601,41.306065,2.209601,28.265337
41.306072_1.993028,41.306072,1.993028,30.642609
41.306076_2.152173,41.306076,2.152173,28.703989
41.306084_2.256253,41.306084,2.256253,28.071579
41.306087_2.015764,41.306087,2.015764,31.01969
41.30609_2.129438,41.30609,2.129438,29.241575
41.30609_2.186867,41.30609,2.186867,28.386826
41.306095_2.22156,41.306095,2.22156,28.196426
41.3061_2.038499,41.3061,2.038499,30.00862
41.306103_2.106704,41.306103,2.106704,29.730728
41.306107_2.061234,41.306107,2.061234,30.444586
41.306107_2.083969,41.306107,2.083969,31.076735
41.30611_2.268213,41.30611,2.268213,28.002508
41.306114_2.164133,41.306114,2.164133,28.551462
41.30612_2.23352,41.30612,2.23352,28.143225
41.306126_2.198826,41.306126,2.198826,28.32408
41.30613_2.004988,41.30613,2.004988,30.810349
41.306133_2.141398,41.306133,2.141398,29.95153
41.306133_2.280172,41.306133,2.280172,27.956614
41.30614_2.027724,41.30614,2.027724,30.684687
41.306145_2.118664,41.306145,2.118664,29.612953
41.306152_2.050459,41.306152,2.050459,29.877823
41.306152_2.073194,41.306152,2.073194,30.8753
41.306152_2.095929,41.306152,2.095929,31.091925
41.306152_2.176092,41.306152,2.176092,28.478813
41.306152_2.245479,41.306152,2.245479,28.105463
41.306156_2.210786,41.306156,2.210786,28.261343
41.306156_2.292131,41.306156,2.292131,27.980047
41.306168_1.994213,41.306168,1.994213,30.721329
41.30617_2.153358,41.30617,2.153358,28.688185
41.306175_2.257438,41.306175,2.257438,28.066956
41.306183_2.016948,41.306183,2.016948,30.992971
41.306187_2.130623,41.306187,2.130623,30.915672
41.306187_2.188051,41.306187,2.188051,28.381226
41.306187_2.222745,41.306187,2.222745,28.190386
41.306194_2.039683,41.306194,2.039683,30.010773
